      YEAR,MONTH          ,CATEGORY                                                    ,CANCEL_COUNT,CANCEL_TOTAL,CANCEL_PERCENTAGE
      2020,NOVEMBER       ,Equipment Availability                                      ,          14,         431,              3.2
      2020,NOVEMBER       ,Human Factor                                                ,           9,         431,              2.1
      2020,NOVEMBER       ,Infrastructure Engineering                                  ,           9,         431,              2.1
      2020,NOVEMBER       ,Mechanical                                                  ,          83,         431,             19.3
      2020,NOVEMBER       ,Other                                                       ,         152,         431,             35.3
      2020,NOVEMBER       ,Other Railroads                                             ,           2,         431,               .5
      2020,NOVEMBER       ,Technologies                                                ,          19,         431,              4.4
      2020,NOVEMBER       ,Unpreventable                                               ,          54,         431,             12.5
      2020,OCTOBER        ,AMTRAK                                                      ,           6,         196,              3.1
      2020,OCTOBER        ,Crew/Engineer Availability                                  ,          42,         196,             21.4
      2020,OCTOBER        ,Equipment Availability                                      ,           1,         196,               .5
      2020,OCTOBER        ,Human Factor                                                ,          17,         196,              8.7
      2020,OCTOBER        ,Infrastructure Engineering                                  ,           9,         196,              4.6
      2020,OCTOBER        ,Mechanical                                                  ,          64,         196,             32.7
      2020,OCTOBER        ,Technologies                                                ,          11,         196,              5.6
      2020,OCTOBER        ,Unpreventable                                               ,          46,         196,             23.5
      2020,SEPTEMBER      ,AMTRAK                                                      ,           4,         188,              2.1
      2020,SEPTEMBER      ,Crew/Engineer Availability                                  ,          51,         188,             27.1
      2020,SEPTEMBER      ,Equipment Availability                                      ,          21,         188,             11.2
      2020,SEPTEMBER      ,Human Factor                                                ,          10,         188,              5.3
      2020,SEPTEMBER      ,Infrastructure Engineering                                  ,          12,         188,              6.4
      2020,SEPTEMBER      ,Mechanical                                                  ,          65,         188,             34.6
      2020,SEPTEMBER      ,Technologies                                                ,          11,         188,              5.9
      2020,SEPTEMBER      ,Unpreventable                                               ,          14,         188,              7.4
      2021,APRIL          ,AMTRAK                                                      ,           9,         156,              5.8
      2021,APRIL          ,Crew/Engineer Availability                                  ,           2,         156,              1.3
      2021,APRIL          ,Equipment Availability                                      ,          11,         156,              7.1
      2021,APRIL          ,Human Factor                                                ,          14,         156,                9
      2021,APRIL          ,Infrastructure Engineering                                  ,           2,         156,              1.3
      2021,APRIL          ,Mechanical                                                  ,          92,         156,               59
      2021,APRIL          ,Other Railroads                                             ,          11,         156,              7.1
      2021,APRIL          ,Unpreventable                                               ,          15,         156,              9.6
      2021,AUGUST         ,AMTRAK                                                      ,           4,         315,              1.3
      2021,AUGUST         ,Carryover/Other                                             ,           6,         315,              1.9
      2021,AUGUST         ,Crew/Engineer Availability                                  ,          13,         315,              4.1
      2021,AUGUST         ,Equipment Availability                                      ,          34,         315,             10.8
      2021,AUGUST         ,Human Factor                                                ,          13,         315,              4.1
      2021,AUGUST         ,Infrastructure Engineering                                  ,           2,         315,               .6
      2021,AUGUST         ,Mechanical                                                  ,          99,         315,             31.4
      2021,AUGUST         ,Other Railroads                                             ,          45,         315,             14.3
      2021,AUGUST         ,Unpreventable                                               ,          99,         315,             31.4
      2021,DECEMBER       ,AMTRAK                                                      ,           4,         303,              1.3
      2021,DECEMBER       ,Carryover/Other                                             ,           6,         303,                2
      2021,DECEMBER       ,Crew/Engineer Availability                                  ,         125,         303,             41.3
      2021,DECEMBER       ,Equipment Availability                                      ,          12,         303,                4
      2021,DECEMBER       ,Human Factor                                                ,          25,         303,              8.3
      2021,DECEMBER       ,Infrastructure Engineering                                  ,           7,         303,              2.3
      2021,DECEMBER       ,Mechanical                                                  ,          99,         303,             32.7
      2021,DECEMBER       ,Unpreventable                                               ,          25,         303,              8.3
      2021,FEBRUARY       ,AMTRAK                                                      ,          96,         328,             29.3
      2021,FEBRUARY       ,Carryover/Other                                             ,           2,         328,               .6
      2021,FEBRUARY       ,Crew/Engineer Availability                                  ,          10,         328,                3
      2021,FEBRUARY       ,Equipment Availability                                      ,          36,         328,               11
      2021,FEBRUARY       ,Human Factor                                                ,          13,         328,                4
      2021,FEBRUARY       ,Infrastructure Engineering                                  ,           8,         328,              2.4
      2021,FEBRUARY       ,Mechanical                                                  ,          90,         328,             27.4
      2021,FEBRUARY       ,Other Railroads                                             ,           6,         328,              1.8
      2021,FEBRUARY       ,Unpreventable                                               ,          67,         328,             20.4
      2021,JANUARY        ,AMTRAK                                                      ,           4,         235,              1.7
      2021,JANUARY        ,Crew/Engineer Availability                                  ,           2,         235,               .9
      2021,JANUARY        ,Equipment Availability                                      ,          32,         235,             13.6
      2021,JANUARY        ,Human Factor                                                ,          52,         235,             22.1
      2021,JANUARY        ,Infrastructure Engineering                                  ,           5,         235,              2.1
      2021,JANUARY        ,Mechanical                                                  ,         121,         235,             51.5
      2021,JANUARY        ,Other Railroads                                             ,           2,         235,               .9
      2021,JANUARY        ,Unpreventable                                               ,          17,         235,              7.2
      2021,JULY           ,AMTRAK                                                      ,          19,         310,              6.1
      2021,JULY           ,Carryover/Other                                             ,           1,         310,               .3
      2021,JULY           ,Crew/Engineer Availability                                  ,           4,         310,              1.3
      2021,JULY           ,Equipment Availability                                      ,           8,         310,              2.6
      2021,JULY           ,Human Factor                                                ,          17,         310,              5.5
      2021,JULY           ,Infrastructure Engineering                                  ,          23,         310,              7.4
      2021,JULY           ,Mechanical                                                  ,         109,         310,             35.2
      2021,JULY           ,Other Railroads                                             ,           2,         310,               .6
      2021,JULY           ,Unpreventable                                               ,         127,         310,               41
      2021,JUNE           ,AMTRAK                                                      ,           4,         177,              2.3
      2021,JUNE           ,Crew/Engineer Availability                                  ,           5,         177,              2.8
      2021,JUNE           ,Equipment Availability                                      ,           9,         177,              5.1
      2021,JUNE           ,Human Factor                                                ,          14,         177,              7.9
      2021,JUNE           ,Infrastructure Engineering                                  ,           3,         177,              1.7
      2021,JUNE           ,Mechanical                                                  ,         112,         177,             63.3
      2021,JUNE           ,Other Railroads                                             ,           2,         177,              1.1
      2021,JUNE           ,Unpreventable                                               ,          28,         177,             15.8
      2021,MARCH          ,AMTRAK                                                      ,           4,         157,              2.5
      2021,MARCH          ,Crew/Engineer Availability                                  ,           4,         157,              2.5
      2021,MARCH          ,Equipment Availability                                      ,          10,         157,              6.4
      2021,MARCH          ,Human Factor                                                ,          18,         157,             11.5
      2021,MARCH          ,Infrastructure Engineering                                  ,           2,         157,              1.3
      2021,MARCH          ,Mechanical                                                  ,          82,         157,             52.2
      2021,MARCH          ,Other Railroads                                             ,           1,         157,               .6
      2021,MARCH          ,Unpreventable                                               ,          36,         157,             22.9
      2021,MAY            ,AMTRAK                                                      ,           5,         212,              2.4
      2021,MAY            ,Carryover/Other                                             ,           7,         212,              3.3
      2021,MAY            ,Equipment Availability                                      ,           9,         212,              4.2
      2021,MAY            ,Human Factor                                                ,           3,         212,              1.4
      2021,MAY            ,Infrastructure Engineering                                  ,           1,         212,               .5
      2021,MAY            ,Mechanical                                                  ,          96,         212,             45.3
      2021,MAY            ,Other Railroads                                             ,           5,         212,              2.4
      2021,MAY            ,Unpreventable                                               ,          86,         212,             40.6
      2021,NOVEMBER       ,AMTRAK                                                      ,           4,         243,              1.6
      2021,NOVEMBER       ,Carryover/Other                                             ,          17,         243,                7
      2021,NOVEMBER       ,Crew/Engineer Availability                                  ,           8,         243,              3.3
      2021,NOVEMBER       ,Equipment Availability                                      ,           7,         243,              2.9
      2021,NOVEMBER       ,Human Factor                                                ,          26,         243,             10.7
      2021,NOVEMBER       ,Infrastructure Engineering                                  ,           4,         243,              1.6
      2021,NOVEMBER       ,Mechanical                                                  ,         105,         243,             43.2
      2021,NOVEMBER       ,Other Railroads                                             ,           2,         243,               .8
      2021,NOVEMBER       ,Unpreventable                                               ,          70,         243,             28.8
      2021,OCTOBER        ,AMTRAK                                                      ,          22,         309,              7.1
      2021,OCTOBER        ,Crew/Engineer Availability                                  ,           4,         309,              1.3
      2021,OCTOBER        ,Equipment Availability                                      ,          11,         309,              3.6
      2021,OCTOBER        ,Human Factor                                                ,          20,         309,              6.5
      2021,OCTOBER        ,Infrastructure Engineering                                  ,          11,         309,              3.6
      2021,OCTOBER        ,Mechanical                                                  ,         106,         309,             34.3
      2021,OCTOBER        ,Other Railroads                                             ,           2,         309,               .6
      2021,OCTOBER        ,Unpreventable                                               ,         133,         309,               43
      2021,SEPTEMBER      ,AMTRAK                                                      ,          82,         479,             17.1
      2021,SEPTEMBER      ,Crew/Engineer Availability                                  ,           3,         479,               .6
      2021,SEPTEMBER      ,Equipment Availability                                      ,           8,         479,              1.7
      2021,SEPTEMBER      ,Human Factor                                                ,          19,         479,                4
      2021,SEPTEMBER      ,Infrastructure Engineering                                  ,          12,         479,              2.5
      2021,SEPTEMBER      ,Mechanical                                                  ,          87,         479,             18.2
      2021,SEPTEMBER      ,Unpreventable                                               ,         268,         479,             55.9
      2022,APRIL          ,AMTRAK                                                      ,           7,         107,              6.5
      2022,APRIL          ,Crew/Engineer Availability                                  ,           3,         107,              2.8
      2022,APRIL          ,Equipment Availability                                      ,           2,         107,              1.9
      2022,APRIL          ,Human Factor                                                ,           7,         107,              6.5
      2022,APRIL          ,Infrastructure Engineering                                  ,           1,         107,               .9
      2022,APRIL          ,Mechanical                                                  ,          73,         107,             68.2
      2022,APRIL          ,Other Railroads                                             ,           1,         107,               .9
      2022,APRIL          ,Unpreventable                                               ,          13,         107,             12.1
      2022,AUGUST         ,AMTRAK                                                      ,          89,         397,             22.4
      2022,AUGUST         ,Carryover/Other                                             ,           2,         397,               .5
      2022,AUGUST         ,Crew/Engineer Availability                                  ,           1,         397,               .3
      2022,AUGUST         ,Equipment Availability                                      ,          19,         397,              4.8
      2022,AUGUST         ,Human Factor                                                ,          27,         397,              6.8
      2022,AUGUST         ,Infrastructure Engineering                                  ,          18,         397,              4.5
      2022,AUGUST         ,Mechanical                                                  ,         144,         397,             36.3
      2022,AUGUST         ,Other Railroads                                             ,           8,         397,                2
      2022,AUGUST         ,Technologies                                                ,           2,         397,               .5
      2022,AUGUST         ,Unpreventable                                               ,          87,         397,             21.9
      2022,DECEMBER       ,AMTRAK                                                      ,          15,         193,              7.8
      2022,DECEMBER       ,Carryover/Other                                             ,           6,         193,              3.1
      2022,DECEMBER       ,Crew/Engineer Availability                                  ,           4,         193,              2.1
      2022,DECEMBER       ,Equipment Availability                                      ,           1,         193,               .5
      2022,DECEMBER       ,Human Factor                                                ,          11,         193,              5.7
      2022,DECEMBER       ,Infrastructure Engineering                                  ,           7,         193,              3.6
      2022,DECEMBER       ,Mechanical                                                  ,         103,         193,             53.4
      2022,DECEMBER       ,Other Railroads                                             ,           7,         193,              3.6
      2022,DECEMBER       ,Unpreventable                                               ,          39,         193,             20.2
      2022,FEBRUARY       ,AMTRAK                                                      ,          66,         299,             22.1
      2022,FEBRUARY       ,Carryover/Other                                             ,           1,         299,               .3
      2022,FEBRUARY       ,Crew/Engineer Availability                                  ,          19,         299,              6.4
      2022,FEBRUARY       ,Equipment Availability                                      ,          11,         299,              3.7
      2022,FEBRUARY       ,Human Factor                                                ,          14,         299,              4.7
      2022,FEBRUARY       ,Infrastructure Engineering                                  ,           1,         299,               .3
      2022,FEBRUARY       ,Mechanical                                                  ,         105,         299,             35.1
      2022,FEBRUARY       ,Other Railroads                                             ,           2,         299,               .7
      2022,FEBRUARY       ,Unpreventable                                               ,          80,         299,             26.8
      2022,JANUARY        ,AMTRAK                                                      ,          18,         396,              4.5
      2022,JANUARY        ,Carryover/Other                                             ,           3,         396,               .8
      2022,JANUARY        ,Crew/Engineer Availability                                  ,         140,         396,             35.4
      2022,JANUARY        ,Equipment Availability                                      ,          10,         396,              2.5
      2022,JANUARY        ,Human Factor                                                ,          28,         396,              7.1
      2022,JANUARY        ,Infrastructure Engineering                                  ,          19,         396,              4.8
      2022,JANUARY        ,Mechanical                                                  ,         126,         396,             31.8
      2022,JANUARY        ,Other Railroads                                             ,           3,         396,               .8
      2022,JANUARY        ,Unpreventable                                               ,          49,         396,             12.4
      2022,JULY           ,AMTRAK                                                      ,          20,         230,              8.7
      2022,JULY           ,Carryover/Other                                             ,           1,         230,               .4
      2022,JULY           ,Crew/Engineer Availability                                  ,           7,         230,                3
      2022,JULY           ,Equipment Availability                                      ,           8,         230,              3.5
      2022,JULY           ,Human Factor                                                ,          19,         230,              8.3
      2022,JULY           ,Infrastructure Engineering                                  ,           1,         230,               .4
      2022,JULY           ,Mechanical                                                  ,         143,         230,             62.2
      2022,JULY           ,Other Railroads                                             ,           2,         230,               .9
      2022,JULY           ,Unpreventable                                               ,          29,         230,             12.6
      2022,JUNE           ,AMTRAK                                                      ,           7,         444,              1.6
      2022,JUNE           ,Carryover/Other                                             ,           7,         444,              1.6
      2022,JUNE           ,Crew/Engineer Availability                                  ,         269,         444,             60.6
      2022,JUNE           ,Equipment Availability                                      ,           1,         444,               .2
      2022,JUNE           ,Human Factor                                                ,          20,         444,              4.5
      2022,JUNE           ,Infrastructure Engineering                                  ,           9,         444,                2
      2022,JUNE           ,Mechanical                                                  ,         106,         444,             23.9
      2022,JUNE           ,Other Railroads                                             ,           1,         444,               .2
      2022,JUNE           ,Unpreventable                                               ,          24,         444,              5.4
      2022,MARCH          ,AMTRAK                                                      ,           5,         278,              1.8
      2022,MARCH          ,Carryover/Other                                             ,           4,         278,              1.4
      2022,MARCH          ,Human Factor                                                ,          13,         278,              4.7
      2022,MARCH          ,Infrastructure Engineering                                  ,           8,         278,              2.9
      2022,MARCH          ,Mechanical                                                  ,          76,         278,             27.3
      2022,MARCH          ,Unpreventable                                               ,         172,         278,             61.9
      2022,MAY            ,AMTRAK                                                      ,         130,         253,             51.4
      2022,MAY            ,Crew/Engineer Availability                                  ,           2,         253,               .8
      2022,MAY            ,Equipment Availability                                      ,           3,         253,              1.2
      2022,MAY            ,Human Factor                                                ,          21,         253,              8.3
      2022,MAY            ,Infrastructure Engineering                                  ,           8,         253,              3.2
      2022,MAY            ,Mechanical                                                  ,          80,         253,             31.6
      2022,MAY            ,Other Railroads                                             ,           2,         253,               .8
      2022,MAY            ,Unpreventable                                               ,           7,         253,              2.8
      2022,NOVEMBER       ,AMTRAK                                                      ,          20,         159,             12.6
      2022,NOVEMBER       ,Crew/Engineer Availability                                  ,           8,         159,                5
      2022,NOVEMBER       ,Equipment Availability                                      ,           3,         159,              1.9
      2022,NOVEMBER       ,Human Factor                                                ,          23,         159,             14.5
      2022,NOVEMBER       ,Infrastructure Engineering                                  ,          13,         159,              8.2
      2022,NOVEMBER       ,Mechanical                                                  ,          64,         159,             40.3
      2022,NOVEMBER       ,Other Railroads                                             ,          14,         159,              8.8
      2022,NOVEMBER       ,Unpreventable                                               ,          14,         159,              8.8
      2022,OCTOBER        ,AMTRAK                                                      ,          19,         203,              9.4
      2022,OCTOBER        ,Crew/Engineer Availability                                  ,           1,         203,               .5
      2022,OCTOBER        ,Equipment Availability                                      ,          10,         203,              4.9
      2022,OCTOBER        ,Human Factor                                                ,          13,         203,              6.4
      2022,OCTOBER        ,Infrastructure Engineering                                  ,          13,         203,              6.4
      2022,OCTOBER        ,Mechanical                                                  ,         120,         203,             59.1
      2022,OCTOBER        ,Unpreventable                                               ,          27,         203,             13.3
      2022,SEPTEMBER      ,AMTRAK                                                      ,          21,         234,                9
      2022,SEPTEMBER      ,Carryover/Other                                             ,           2,         234,               .9
      2022,SEPTEMBER      ,Equipment Availability                                      ,           9,         234,              3.8
      2022,SEPTEMBER      ,Human Factor                                                ,          15,         234,              6.4
      2022,SEPTEMBER      ,Infrastructure Engineering                                  ,           7,         234,                3
      2022,SEPTEMBER      ,Mechanical                                                  ,         111,         234,             47.4
      2022,SEPTEMBER      ,Other Railroads                                             ,          26,         234,             11.1
      2022,SEPTEMBER      ,Unpreventable                                               ,          43,         234,             18.4
      2023,APRIL          ,AMTRAK                                                      ,           9,         103,              8.7
      2023,APRIL          ,Human Factor                                                ,          21,         103,             20.4
      2023,APRIL          ,Mechanical                                                  ,          57,         103,             55.3
      2023,APRIL          ,Other Railroads                                             ,           3,         103,              2.9
      2023,APRIL          ,Unpreventable                                               ,          13,         103,             12.6
      2023,AUGUST         ,AMTRAK                                                      ,           7,         299,              2.3
      2023,AUGUST         ,Human Factor                                                ,          17,         299,              5.7
      2023,AUGUST         ,Infrastructure Engineering                                  ,           2,         299,               .7
      2023,AUGUST         ,Mechanical                                                  ,         102,         299,             34.1
      2023,AUGUST         ,Other Railroads                                             ,           5,         299,              1.7
      2023,AUGUST         ,Unpreventable                                               ,         166,         299,             55.5
      2023,DECEMBER       ,AMTRAK                                                      ,          69,         370,             18.6
      2023,DECEMBER       ,Equipment Availability                                      ,           1,         370,               .3
      2023,DECEMBER       ,Human Factor                                                ,         128,         370,             34.6
      2023,DECEMBER       ,Infrastructure Engineering                                  ,           1,         370,               .3
      2023,DECEMBER       ,Mechanical                                                  ,         109,         370,             29.5
      2023,DECEMBER       ,Other Railroads                                             ,           5,         370,              1.4
      2023,DECEMBER       ,Unpreventable                                               ,          57,         370,             15.4
      2023,FEBRUARY       ,AMTRAK                                                      ,          18,         177,             10.2
      2023,FEBRUARY       ,Carryover/Other                                             ,          28,         177,             15.8
      2023,FEBRUARY       ,Human Factor                                                ,           7,         177,                4
      2023,FEBRUARY       ,Infrastructure Engineering                                  ,           5,         177,              2.8
      2023,FEBRUARY       ,Mechanical                                                  ,          67,         177,             37.9
      2023,FEBRUARY       ,Other Railroads                                             ,           7,         177,                4
      2023,FEBRUARY       ,Unpreventable                                               ,          45,         177,             25.4
      2023,JANUARY        ,AMTRAK                                                      ,           5,         104,              4.8
      2023,JANUARY        ,Equipment Availability                                      ,           3,         104,              2.9
      2023,JANUARY        ,Human Factor                                                ,           9,         104,              8.7
      2023,JANUARY        ,Infrastructure Engineering                                  ,           2,         104,              1.9
      2023,JANUARY        ,Mechanical                                                  ,          74,         104,             71.2
      2023,JANUARY        ,Unpreventable                                               ,          11,         104,             10.6
      2023,JULY           ,AMTRAK                                                      ,         257,         588,             43.7
      2023,JULY           ,Carryover/Other                                             ,           6,         588,                1
      2023,JULY           ,Crew/Engineer Availability                                  ,           1,         588,               .2
      2023,JULY           ,Equipment Availability                                      ,           9,         588,              1.5
      2023,JULY           ,Human Factor                                                ,          13,         588,              2.2
      2023,JULY           ,Infrastructure Engineering                                  ,         125,         588,             21.3
      2023,JULY           ,Mechanical                                                  ,         126,         588,             21.4
      2023,JULY           ,Other Railroads                                             ,           8,         588,              1.4
      2023,JULY           ,Unpreventable                                               ,          43,         588,              7.3
      2023,JUNE           ,AMTRAK                                                      ,          10,         278,              3.6
      2023,JUNE           ,Carryover/Other                                             ,          98,         278,             35.3
      2023,JUNE           ,Equipment Availability                                      ,           3,         278,              1.1
      2023,JUNE           ,Human Factor                                                ,          17,         278,              6.1
      2023,JUNE           ,Infrastructure Engineering                                  ,           7,         278,              2.5
      2023,JUNE           ,Mechanical                                                  ,          76,         278,             27.3
      2023,JUNE           ,Unpreventable                                               ,          67,         278,             24.1
      2023,MARCH          ,AMTRAK                                                      ,          58,         259,             22.4
      2023,MARCH          ,Carryover/Other                                             ,          17,         259,              6.6
      2023,MARCH          ,Equipment Availability                                      ,           1,         259,               .4
      2023,MARCH          ,Human Factor                                                ,          12,         259,              4.6
      2023,MARCH          ,Infrastructure Engineering                                  ,           7,         259,              2.7
      2023,MARCH          ,Mechanical                                                  ,          89,         259,             34.4
      2023,MARCH          ,Other Railroads                                             ,           3,         259,              1.2
      2023,MARCH          ,Unpreventable                                               ,          72,         259,             27.8
      2023,MAY            ,AMTRAK                                                      ,         317,         408,             77.7
      2023,MAY            ,Carryover/Other                                             ,           3,         408,               .7
      2023,MAY            ,Equipment Availability                                      ,           3,         408,               .7
      2023,MAY            ,Human Factor                                                ,           4,         408,                1
      2023,MAY            ,Infrastructure Engineering                                  ,           2,         408,               .5
      2023,MAY            ,Mechanical                                                  ,          72,         408,             17.6
      2023,MAY            ,Unpreventable                                               ,           7,         408,              1.7
      2023,NOVEMBER       ,AMTRAK                                                      ,          15,         259,              5.8
      2023,NOVEMBER       ,Carryover/Other                                             ,           4,         259,              1.5
      2023,NOVEMBER       ,Equipment Availability                                      ,           8,         259,              3.1
      2023,NOVEMBER       ,Human Factor                                                ,          18,         259,              6.9
      2023,NOVEMBER       ,Mechanical                                                  ,         149,         259,             57.5
      2023,NOVEMBER       ,Unpreventable                                               ,          65,         259,             25.1
      2023,OCTOBER        ,AMTRAK                                                      ,          85,         298,             28.5
      2023,OCTOBER        ,Carryover/Other                                             ,           4,         298,              1.3
      2023,OCTOBER        ,Equipment Availability                                      ,          28,         298,              9.4
      2023,OCTOBER        ,Human Factor                                                ,          11,         298,              3.7
      2023,OCTOBER        ,Infrastructure Engineering                                  ,          11,         298,              3.7
      2023,OCTOBER        ,Mechanical                                                  ,         118,         298,             39.6
      2023,OCTOBER        ,Unpreventable                                               ,          41,         298,             13.8
      2023,SEPTEMBER      ,AMTRAK                                                      ,          20,         376,              5.3
      2023,SEPTEMBER      ,Carryover/Other                                             ,         102,         376,             27.1
      2023,SEPTEMBER      ,Equipment Availability                                      ,           5,         376,              1.3
      2023,SEPTEMBER      ,Human Factor                                                ,          24,         376,              6.4
      2023,SEPTEMBER      ,Infrastructure Engineering                                  ,           1,         376,               .3
      2023,SEPTEMBER      ,Mechanical                                                  ,         113,         376,             30.1
      2023,SEPTEMBER      ,Unpreventable                                               ,         111,         376,             29.5
      2024,APRIL          ,AMTRAK                                                      ,         102,         430,             23.7
      2024,APRIL          ,Equipment Availability                                      ,           8,         430,              1.9
      2024,APRIL          ,Human Factor                                                ,          17,         430,                4
      2024,APRIL          ,Infrastructure Engineering                                  ,         120,         430,             27.9
      2024,APRIL          ,Mechanical                                                  ,         121,         430,             28.1
      2024,APRIL          ,Other Railroads                                             ,           1,         430,               .2
      2024,APRIL          ,Unpreventable                                               ,          61,         430,             14.2
      2024,AUGUST         ,AMTRAK                                                      ,          60,         549,             10.9
      2024,AUGUST         ,Carryover/Other                                             ,          13,         549,              2.4
      2024,AUGUST         ,Equipment Availability                                      ,          20,         549,              3.6
      2024,AUGUST         ,Human Factor                                                ,          12,         549,              2.2
      2024,AUGUST         ,Infrastructure Engineering                                  ,           9,         549,              1.6
      2024,AUGUST         ,Mechanical                                                  ,         143,         549,               26
      2024,AUGUST         ,Other Railroads                                             ,           4,         549,               .7
      2024,AUGUST         ,Unpreventable                                               ,         288,         549,             52.5
      2024,FEBRUARY       ,AMTRAK                                                      ,          29,         184,             15.8
      2024,FEBRUARY       ,Carryover/Other                                             ,           4,         184,              2.2
      2024,FEBRUARY       ,Crew/Engineer Availability                                  ,           2,         184,              1.1
      2024,FEBRUARY       ,Equipment Availability                                      ,           6,         184,              3.3
      2024,FEBRUARY       ,Human Factor                                                ,           8,         184,              4.3
      2024,FEBRUARY       ,Infrastructure Engineering                                  ,          13,         184,              7.1
      2024,FEBRUARY       ,Mechanical                                                  ,         106,         184,             57.6
      2024,FEBRUARY       ,Other Railroads                                             ,           2,         184,              1.1
      2024,FEBRUARY       ,Unpreventable                                               ,          14,         184,              7.6
      2024,JANUARY        ,AMTRAK                                                      ,         139,         368,             37.8
      2024,JANUARY        ,Carryover/Other                                             ,           4,         368,              1.1
      2024,JANUARY        ,Equipment Availability                                      ,           7,         368,              1.9
      2024,JANUARY        ,Human Factor                                                ,          22,         368,                6
      2024,JANUARY        ,Infrastructure Engineering                                  ,           2,         368,               .5
      2024,JANUARY        ,Mechanical                                                  ,         121,         368,             32.9
      2024,JANUARY        ,Other Railroads                                             ,           2,         368,               .5
      2024,JANUARY        ,Technologies                                                ,           3,         368,               .8
      2024,JANUARY        ,Unpreventable                                               ,          68,         368,             18.5
      2024,JULY           ,AMTRAK                                                      ,          52,         605,              8.6
      2024,JULY           ,Carryover/Other                                             ,           8,         605,              1.3
      2024,JULY           ,Equipment Availability                                      ,          13,         605,              2.1
      2024,JULY           ,Human Factor                                                ,          29,         605,              4.8
      2024,JULY           ,Infrastructure Engineering                                  ,         174,         605,             28.8
      2024,JULY           ,Mechanical                                                  ,         177,         605,             29.3
      2024,JULY           ,Other Railroads                                             ,           2,         605,               .3
      2024,JULY           ,Unpreventable                                               ,         150,         605,             24.8
      2024,JUNE           ,AMTRAK                                                      ,         415,         657,             63.2
      2024,JUNE           ,Crew/Engineer Availability                                  ,          10,         657,              1.5
      2024,JUNE           ,Equipment Availability                                      ,          16,         657,              2.4
      2024,JUNE           ,Human Factor                                                ,          15,         657,              2.3
      2024,JUNE           ,Infrastructure Engineering                                  ,          12,         657,              1.8
      2024,JUNE           ,Mechanical                                                  ,         142,         657,             21.6
      2024,JUNE           ,Other Railroads                                             ,           1,         657,               .2
      2024,JUNE           ,Unpreventable                                               ,          46,         657,                7
      2024,MARCH          ,AMTRAK                                                      ,          59,         210,             28.1
      2024,MARCH          ,Equipment Availability                                      ,           4,         210,              1.9
      2024,MARCH          ,Human Factor                                                ,          22,         210,             10.5
      2024,MARCH          ,Infrastructure Engineering                                  ,           1,         210,               .5
      2024,MARCH          ,Mechanical                                                  ,         100,         210,             47.6
      2024,MARCH          ,Unpreventable                                               ,          24,         210,             11.4
      2024,MAY            ,AMTRAK                                                      ,         185,         381,             48.6
      2024,MAY            ,Carryover/Other                                             ,           1,         381,               .3
      2024,MAY            ,Equipment Availability                                      ,          21,         381,              5.5
      2024,MAY            ,Human Factor                                                ,          27,         381,              7.1
      2024,MAY            ,Infrastructure Engineering                                  ,          15,         381,              3.9
      2024,MAY            ,Mechanical                                                  ,         102,         381,             26.8
      2024,MAY            ,Other Railroads                                             ,           2,         381,               .5
      2024,MAY            ,Unpreventable                                               ,          28,         381,              7.3
